uid,fold,label,failure_class,tau,score_A,score_B,alarm_step_A,alarm_step_B,raw_score_A,raw_score_B,task_group
ollama_llama8b/real-healthy-028,1,0,,,-1.1113652978865989,-0.3594964112290149,,,167578.7900022285,3.873777300806082,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Find the cheaper of the two routes Cusco->Prague->Lisbon and Cusco->Bergen->Lisbon (sum the two legs of each), then add 3 hotel nights in Lisbon. Report the total in USD."
ollama_llama8b/real-healthy-031,1,0,,,57.09706947205777,1000.0554198153544,4.0,3.0,4696165.30809851,8022.867756516337,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-035,1,0,,,-1.1113652978865989,-0.3594964112290149,,,167578.7900022285,3.873777300806082,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Find the cheaper of the two routes Cusco->Prague->Lisbon and Cusco->Bergen->Lisbon (sum the two legs of each), then add 3 hotel nights in Lisbon. Report the total in USD."
ollama_llama8b/real-healthy-037,1,0,,,46.30369062980676,1063.608832271696,4.0,3.0,3856445.9426335953,8532.290820466911,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-039,1,0,,,4.587039513933157,12.291486634097497,4.0,3.0,610911.7761485348,105.2798591436063,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-042,1,0,,,-1.1113652978865989,-0.3594964112290149,,,167578.7900022285,3.873777300806082,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Find the cheaper of the two routes Cusco->Prague->Lisbon and Cusco->Bergen->Lisbon (sum the two legs of each), then add 3 hotel nights in Lisbon. Report the total in USD."
ollama_llama8b/real-healthy-044,1,0,,,46.30369062980676,998.483565179327,4.0,3.0,3856445.9426335953,8010.268291376364,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-046,1,0,,,4.587039513933157,10.084854262069857,4.0,3.0,610911.7761485348,87.59222632384134,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-051,1,0,,,46.30369062980676,997.9956960998747,4.0,3.0,3856445.9426335953,8006.357694735593,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-053,1,0,,,4.587039513933157,9.98799161185943,4.0,3.0,610911.7761485348,86.81580746377674,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-057,1,0,,,-0.029280109484478505,-0.034439092837405726,,,251764.4654115898,6.47932889425302,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Find the cheaper of the two routes Prague->Cusco->Tunis and Prague->Bergen->Tunis (sum the two legs of each), then add 3 hotel nights in Tunis. Report the total in USD."
ollama_llama8b/real-healthy-060,1,0,,,4.587039513933157,10.13894934851323,4.0,3.0,610911.7761485348,88.02583458523226,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-064,1,0,,,-0.029280109484478505,0.01987223828177232,,,251764.4654115898,6.914670501204059,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Find the cheaper of the two routes Prague->Cusco->Tunis and Prague->Bergen->Tunis (sum the two legs of each), then add 3 hotel nights in Tunis. Report the total in USD."
ollama_llama8b/real-healthy-069,1,0,,,91.2278700545837,1020.7215531873394,4.0,3.0,7351524.17457104,8188.520623537443,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-071,1,0,,,-0.029280109484478505,-0.034439092837405726,,,251764.4654115898,6.47932889425302,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Find the cheaper of the two routes Prague->Cusco->Tunis and Prague->Bergen->Tunis (sum the two legs of each), then add 3 hotel nights in Tunis. Report the total in USD."
ollama_llama8b/real-healthy-076,1,0,,,91.2278700545837,968.162597780087,4.0,3.0,7351524.17457104,7767.225478764575,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-083,1,0,,,91.2278700545837,967.2345076547042,4.0,3.0,7351524.17457104,7759.786216307668,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-087,1,0,,,75.92803239910934,1039.0682786435807,4.0,3.0,6161204.613334206,8335.581886405096,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-090,1,0,,,91.2278700545837,967.2345076547042,4.0,3.0,7351524.17457104,7759.786216307668,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-094,1,0,,,75.92803239910934,986.4499495401694,4.0,3.0,6161204.613334206,7913.810821787073,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-097,1,0,,,5.139070782768788,11.947880845279801,4.0,3.0,653859.5271316526,102.52562916656282,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-healthy-127,1,0,,,0.36488316698625295,-0.8092516875458929,,,282430.16715754516,0.26868825784282224,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Find the cheaper of the two routes Osaka->Prague->Tunis and Osaka->Cusco->Tunis (sum the two legs of each), then add 3 hotel nights in Tunis. Report the total in USD."
ollama_llama8b/real-healthy-134,1,0,,,0.36488316698625295,-0.8092516875458929,,,282430.16715754516,0.26868825784282224,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Find the cheaper of the two routes Osaka->Prague->Tunis and Osaka->Cusco->Tunis (sum the two legs of each), then add 3 hotel nights in Tunis. Report the total in USD."
ollama_llama8b/real-tool_cascade-001,1,1,tool_cascade,3.0,52.522513612853444,1060.7361569195175,4.0,3.0,4340267.196902987,8509.264408145664,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-007,1,1,tool_cascade,5.0,15.95055839008902,115.80883128838805,4.0,3.0,1494987.7452770418,935.0405414994509,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-010,1,1,tool_cascade,3.0,64.50192174795107,1057.1881301030103,4.0,3.0,5272259.0360545805,8480.824602602797,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-011,1,1,tool_cascade,3.0,15.603635249973085,125.31752029487369,4.0,3.0,1467997.3020302176,1011.2590371021008,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-013,1,1,tool_cascade,5.0,19.647612049549675,206.7957307793842,4.0,3.0,1782616.6331707414,1664.3613336741796,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-017,1,1,tool_cascade,4.0,15.377411220506684,122.90785839753133,4.0,3.0,1450397.1879924503,991.943986983079,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-020,1,1,tool_cascade,2.0,15.683488245336061,181.31470838436545,4.0,3.0,1474209.8243160273,1460.1139140728985,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-024,1,1,tool_cascade,2.0,13.216452084372875,181.65907853722388,4.0,3.0,1282275.6700590125,1462.8742709384371,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-028,1,1,tool_cascade,3.0,-0.9207304548891374,19.002388592801253,,3.0,182410.0834958558,159.07222222125029,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Find the cheaper of the two routes Cusco->Prague->Lisbon and Cusco->Bergen->Lisbon (sum the two legs of each), then add 3 hotel nights in Lisbon. Report the total in USD."
ollama_llama8b/real-tool_cascade-031,1,1,tool_cascade,2.0,13.216452084372875,156.1037774432935,4.0,3.0,1282275.6700590125,1258.031457936183,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-035,1,1,tool_cascade,3.0,-0.9207304548891374,2.7127279268836633,,3.0,182410.0834958558,28.499708072659104,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Find the cheaper of the two routes Cusco->Prague->Lisbon and Cusco->Bergen->Lisbon (sum the two legs of each), then add 3 hotel nights in Lisbon. Report the total in USD."
ollama_llama8b/real-tool_cascade-037,1,1,tool_cascade,5.0,44.41368965259936,1061.393012688777,4.0,3.0,3709404.8311795965,8514.529546013431,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-039,1,1,tool_cascade,3.0,3.2705214486956913,25.23971248760259,4.0,3.0,508487.3425655343,209.06854069627462,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-044,1,1,tool_cascade,4.0,40.948254748635954,1068.602011936936,4.0,3.0,3439795.764255635,8572.314491668983,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-046,1,1,tool_cascade,3.0,3.2705214486956913,10.23948231943993,4.0,3.0,508487.3425655343,88.83167351815683,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-051,1,1,tool_cascade,3.0,46.07018230426262,1044.1595610347376,4.0,3.0,3838279.1140785622,8376.391916502575,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-tool_cascade-053,1,1,tool_cascade,3.0,3.2705214486956913,10.23948231943993,4.0,3.0,508487.3425655343,88.83167351815683,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-looping-001,1,1,looping,3.0,142.92001713972437,1036.7880376805522,3.0,3.0,11373146.836414035,8317.304231546994,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-looping-007,1,1,looping,2.0,5.795046048432437,13.141590205172882,3.0,3.0,704894.0680195808,112.09400726114514,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-looping-010,1,1,looping,2.0,27.004167819848178,95.38897519524238,3.0,3.0,2354952.917639932,771.3617514180205,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-looping-011,1,1,looping,2.0,27.57045831460114,96.06435303982292,3.0,3.0,2399010.029122141,776.7753560949826,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-looping-013,1,1,looping,2.0,27.02504484933719,95.11514949767138,3.0,3.0,2356577.1398794665,769.166855495778,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-looping-017,1,1,looping,3.0,109.9769234353061,1046.0715505919459,3.0,3.0,8810190.95890533,8391.717790296427,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-looping-020,1,1,looping,3.0,103.11663996447784,1063.8148391121513,3.0,3.0,8276464.406059535,8533.94210293631,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-looping-024,1,1,looping,2.0,15.422157170746907,39.11409407712693,3.0,3.0,1453878.4000847898,320.28097928264174,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-looping-028,1,1,looping,3.0,2.4629468573695195,15.725998564234324,4.0,3.0,445658.451510639,132.8097670274201,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Find the cheaper of the two routes Cusco->Prague->Lisbon and Cusco->Bergen->Lisbon (sum the two legs of each), then add 3 hotel nights in Lisbon. Report the total in USD."
ollama_llama8b/real-looping-031,1,1,looping,2.0,15.422157170746907,25.119293519364003,3.0,3.0,1453878.4000847898,208.10330220809732,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-looping-035,1,1,looping,2.0,88.01704857144948,1071.8123156158085,3.0,3.0,7101723.901844183,8598.047220614522,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Find the cheaper of the two routes Cusco->Prague->Lisbon and Cusco->Bergen->Lisbon (sum the two legs of each), then add 3 hotel nights in Lisbon. Report the total in USD."
ollama_llama8b/real-looping-037,1,1,looping,2.0,26.406993528101786,96.4592885051755,3.0,3.0,2308493.062513355,779.9410277252962,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-looping-039,1,1,looping,3.0,27.255249923513187,211.565328722646,4.0,3.0,2374486.977163892,1702.592847988819,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-looping-042,1,1,looping,3.0,2.4629468573695195,2.4872518570241127,4.0,3.0,445658.451510639,26.69236672125186,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Find the cheaper of the two routes Cusco->Prague->Lisbon and Cusco->Bergen->Lisbon (sum the two legs of each), then add 3 hotel nights in Lisbon. Report the total in USD."
ollama_llama8b/real-looping-044,1,1,looping,3.0,90.10689428960808,1031.7858234116843,4.0,3.0,7264312.832152287,8277.208141960387,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
ollama_llama8b/real-looping-046,1,1,looping,2.0,26.737645036496254,95.50132331751713,3.0,3.0,2334217.5811165688,772.2622966832746,"text:You are a booking assistant. Use the tools to gather every number you need; do not guess prices. Finish with a one-line answer. Task: Compute the total price of item-1, item-3 and item-6 with 8% tax added, using the catalog and the calculator. Report the total."
